topic_dummy,absa_ai_score,absa_human_score,admiration,gratitude,love,sadness,grief,nervousness
topic_true / haha good / gotcha,,,-0.006607241322074582,0.001684499050336775,-0.008884045364165158,0.004433977069949304,0.004208008285349481,-0.004006857812435655
topic_trust / don trust / promises,-0.009012782866921554,,-0.010897333149102116,-0.004020919234823123,-0.008572344907682269,-0.004488413654985664,-0.004759738336772353,0.0016737964644490126
topic_try / fabulous / know tried,0.0316120023113007,,0.0032532844190968396,-0.008736280541945838,-0.00858336013513944,-0.006579789626479142,-0.00748227570602666,-0.003565957031665959
topic_unity / english / word,,-0.050208646554585595,-0.009945112582278814,-0.009759273254474583,-0.009605706377230272,-0.006860479340705869,-0.008365417708961488,-0.004143393055853791
topic_update / updates / new version,0.0031765352287862806,,0.006708065270747342,-0.009024417160575378,-0.007273814448765044,0.008603532330634421,0.007027842715098691,-0.0011171942306477513
topic_upload / copy paste / copy,0.01824181680568198,0.033249874978967565,-0.007985323192025693,-0.006668897392921156,-0.0064339302434673895,0.007634066121891335,0.007899127589674218,-0.0011254188551093201
topic_upload / images / image,,,-0.01709454328008874,-0.010091544889753558,-0.007763020546671504,-0.0008572431127845558,-0.004502807720799319,-0.0029217470493742644
topic_valentine / valentine day / day,-0.009012782866921525,0.003915281882521383,-0.009453210192722578,-0.00829856703266412,0.01459213768960826,0.009475062859709086,0.010686762092961606,-0.0009444300101128181
topic_venus / comic / heh,0.02580445570826935,0.0332498749789676,-0.006968196377960984,-0.0012871178574698405,-0.008314362499521978,-0.0073661288993620505,-0.008052713049662806,-0.00431848446302585
topic_vibe / skill / coding,0.025804455708269305,,-0.0055122557049311575,-0.0071374009178552696,-0.007062111783403004,-0.0049473941544777795,-0.005345999850255055,-0.002604170649211582
topic_victor / bedtime / stories,0.018241816805681984,,0.012763244614427736,0.024909046513002336,0.016152077683600306,-0.004992743464108584,-0.005544619258756072,-0.0035375570497878763
topic_video / videos / youtube,-0.0032427852122181473,,-0.005726744627763584,-0.009446157676380323,-0.009349887930556338,-0.005899152910547968,-0.007312969521429075,-0.003720917490488324
topic_voice / voice mode / read aloud,-0.0024014008739926098,0.0470601477138299,-0.011680683329202173,0.0002744708717435981,-0.011386970296669893,-0.0028664793516491715,-0.004767267806226667,0.00577074288447989
topic_want want / bean / sounds good,-0.03098454122711478,,-0.017056590816853075,-0.018934622290655075,-0.015908460192523375,-0.013356281288179893,-0.015410256947969261,-0.0077010260442344665
topic_weapons / technology / military,,,-0.007946460891712531,-0.008326003383683712,-0.008564753388829224,-0.006031336998061596,-0.006180032537848465,-0.0016114837983278408
topic_wedding / ceremony / celebrate,,,0.013132926137087877,0.012504453196775771,0.010306760939811912,-0.006277175908792989,-0.0008170940882308135,-0.0025467423488647286
topic_week / like week / convo,-0.012752558036597668,,-0.006644572120470186,-0.010854317185215541,-0.010672362330425948,-0.006676892232486187,-0.007068823537613302,-0.0036068007378635323
topic_weird / really weird / odd,,,-0.009015868350119667,-0.007948690574075684,-0.0012991761075999218,-0.004883281942810576,-0.0037906695648834443,0.007389660428443712
topic_welcome welcome / welcome / fam,0.018241816805681998,0.03324987497896758,-0.0066586974124558445,0.042074798836114556,-0.0018997923961532512,-0.00677100853893084,-0.004757679134698363,-0.0033457773001906964
topic_wishing / wish / wishes,,-0.05020864655458557,0.009803012106094102,0.01791713461970704,-0.002188864200563393,-0.007037256086812606,0.0025472246704808773,-0.003694861692433066
topic_wow / holy shit / neat,,0.03324987497896757,0.009073890171514758,-0.0002458962527230756,-0.006176562186002381,-0.005180953888599169,-0.0015880469864753258,-0.0027141998308258895
topic_writing / story / ideas,0.029813250432748677,-0.05020864655458562,0.004164269054933034,-0.012110461675696375,0.0061420924146001026,-0.010492317853855218,-0.010288800414262934,-0.002748305120029496
topic_yeah sure / sure / say yes,,0.0332498749789676,-0.007201853558959916,-0.006967530283027083,-0.0009734489050792786,-0.005382093300259217,-0.0065590348859597,-0.0032050489247273046
topic_yeah yeah / yeah / yep,-0.03098454122711478,,-0.012550167483441068,-0.010759107941365897,-0.009982016238367858,-0.007990067082178845,-0.010202808035574308,-0.005014025492299962
topic_years / october / hour,,,-0.0135749474895316,-0.011126686480208797,-0.011217138075745127,-0.008216921915323843,-0.00862256503816544,-0.004436043758298142
topic_yep / exactly just / right feel,,,-0.008698978168311645,-0.0018877645576743766,-0.006370477180563402,0.0023491161868602205,-0.0019877813456742354,-0.002360447144280928
topic_yes / yes does / element,,,-0.013176379345379999,-0.0027288251848552663,-0.010810051437496545,-0.008567980018029676,-0.010602320766841273,-0.005106922094694276
topic_zeno / zen / old man,0.008395836420673904,,0.0033702804376368562,-0.0023508910876363005,-0.0023670407144194246,-0.0061322507839138935,-0.006694579341186646,-0.0034785884825552474
topic_zev / hes / new years,0.025804455708269346,,-0.005813420654005558,-0.005925978474570477,-0.004067650812535888,-0.005702228444037807,-0.005780028090080493,-0.0035482484505679757
